Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
35-44,Abnormally Long or Heavy Periods,1/13/2013,lysteda,154120,5,5,"i am 42 years old with debilitating periods for the last 3 years. some of which have actually landed me in the emergency room. first 2 days i would wear overnight super ads and suer tampons changing every 20min or so, sometimes not even leaving the bathroom. i had no insurance so i just suffered. i finally got insurance and visited a new doctor and immediately prescribed lysteda. please let me tell you this is the first month ive used it and i wore regular pads and no tampons and my life is changed. this product is a gift and would recommend to anyone that suffers",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",14
35-44,Abnormally Long or Heavy Periods,1/5/2013,lysteda,154120,5,5,started taking pills yesterday. took only 1 in the morning and 1 at night it all but stopped my bleeding! best thing ever!,5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",5
45-54,Abnormally Long or Heavy Periods,12/31/2012,lysteda,154120,5,5,"WOW....after literally 30 years of horrendously painful and heavy periods, I finally have my life back!! I am on day two of Lysteda and guess what?...The last two days have been perfectly normal days! It has not been interrupted by my period at all.  Before Lysteda I was homebound for the first three days of my cycle as I would have to be near a bathroom every 15 minutes.  I can't beleive how much a difference Lysteda has made.  I thought it would be hard to take 2 pills 3x's a day, but when it works this good, I definetely will not have a problem remembering.  If you are reading these reviews to decide whether to try this or not, DO IT!!  It could very well change your life too!  :-) ",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",13
45-54,Abnormally Long or Heavy Periods,12/11/2012,lysteda,154120,5,5,"pill works very well, but on the third day the inside of my mouth hurtd and my calves,and nausus,with no tast buds, i only take two doses on the third day, then two doses on the forth day, and stop, seems to work better, its the only thing that works withut surgery, so no choice",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",1
45-54,Abnormally Long or Heavy Periods,12/9/2012,lysteda,154120,5,5,"49 otherwise healthy, cysts and fibroids and have been advised to have a full hysterectomy. I was given some samples by my Ob/gyn and noticed a big difference, no side effects. Recently on a cruise and could use a regular pad as opposed to maxi plus a tampon. No or minimal clots where as usually they are awful. My only issue? Cost. Only generics covered by my insurance and according to my pharmacy, the Lysteda assistance card only works if your insurance pays something. Result. Can't afford it. Lst my hone and business last year, and just lost my job last week.",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",2
25-34,Abnormally Long or Heavy Periods,12/3/2012,lysteda,154120,4,3,"I had been bleeding for a total of 52 days. I had been using the depo shot for a year, then all of a sudden I started to bleed very heavy with clots and cramps. My doctor did test after tests and no signs of fibroids and the unexplained bleeding. I didn't take the full recommended dose I took 2 pills a day and today is day 2. It has lessened my period, but has given me awful side effects. I have a bad headache, stomachache and body aches and just all around feel exhausted. I will continue to try and take it but I'm not taking  pills a day with all these awful side effects and still have to be able to function. ",3,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",0
35-44,Abnormally Long or Heavy Periods,10/31/2012,lysteda,154120,5,5,"This medication changed my life, I have always had heavy periods because of my thyroid condition but it was not just heavy bleeding but extreme Pain now the pain is manageable and even though it is now a longer period it is so much easier to handle Lysteda changed my life ",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",3
35-44,Abnormally Long or Heavy Periods,10/28/2012,lysteda,154120,5,5,My doctor won't prescribe for more than 6 months.  This drug has improved my life dramatically.  Any suggestions?,5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",1
45-54,Abnormally Long or Heavy Periods,10/20/2012,lysteda,154120,5,5,"I used it for a school camping trip.  I took 2 pills, three hours apart, on the second day of my period.  It started working immediately, slowing my period down to a trickle.  I felt a bit lightheaded the next day, but was still able to hike, take care of 6 kids, etc.  I didn't take any more than those 2 pills, but my period never resumed the heavy flow and was very manageable the rest of my cycle.",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",5
 ,Abnormally Long or Heavy Periods,10/3/2012,lysteda,154120,5,5,"54 YO with uterine fibroids and HEAVY clotting with periods. Received prescription yesterday noon during heavy flow, within the hour huge improvement, today even better (very light spotting). Only side effect very mild headache- hate to even call it that. Extremely happy so far.",5, ,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",10
35-44,Abnormally Long or Heavy Periods,9/30/2012,lysteda,154120,5,5,"I am 43, and have three children. After having my third child, my periods were so heavy that they interfered with work and daily activities. My doctor checked for abnormalities, which was negative. We then tried a D&C, which did nothing. Ablation was suggested. I am not completely comfortable with the idea of that procedure. After trying Lysteda, I am thrilled! It cut the volume of blood, and the cycle time in half. I only took one pill three times a day instead of two times a day. Two pills would have probably stopped my period altogether, which I am not comfortable doing. If you find the suggested dose too strong, consult your pharmacist about taking a half dose. This product has changed my life for the better, making an active lifestyle during my period much more manageable. ",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",12
35-44,Abnormally Long or Heavy Periods,9/13/2012,lysteda,154120,4,4,lysteda saved my vacation. i have heavy cycles due to fibroiods and there was no way i would have enjoyed my trip to new york without it.  i don't recall any side effects but taking them every 8 hrs means you may have to wake up during the am hours to take and start taking them as soon as you know your cycle is starting.  i'm very pleased.,4,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",7
35-44,Abnormally Long or Heavy Periods,7/27/2012,lysteda,154120,5,5,"I have used Lysteda for one month and I am very pleased with the results.  While it did not shorten my period, it made it much more manageable and eliminated the clots.  I had to push my doctor to prescribe as she was unfamiliar.  It is a great alternative to birth control with hormones and for those with other gynecological issues (fibroids, cysts).  I had absolutely no side effects.",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",18
45-54,Abnormally Long or Heavy Periods,7/27/2012,lysteda,154120,4,4, ,4,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",1
35-44,Abnormally Long or Heavy Periods,7/16/2012,lysteda,154120,1,3,This medication made me extremely thirsty and I had awful cramping. Stopped taking after 3 days. While I was taking it my period was lighter. Now that I have stopped (3 days ago) my period has come back full force. I'm not satisfied at all and will go ahead with the endometrial ablation I have scheduled. Ebmd17ee,1,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",4
35-44,Abnormally Long or Heavy Periods,7/16/2012,lysteda,154120,5,5,"I have very heavy menstrual cycles on days 2 and 3. Day 2 is the absolute worst ... I can bleed heavily for 4-5 hours straight. I have ended up in the ER twice for lightheadness and shortness of breath. At the beginning of the year, I tried the Depo Provera shot. It helped but it caused weight gain, hair loss, and prolonged spotting. So I did not do another one of those shots. I had the D&C surgery which ended up being expensive and a waste of time. I had to ask my OB-GYN about this medication because I saw the leaflet in the waiting room. He acted as though he did not want prescribe it. He said the only thing that would help me is a hysterectomy.  I plan to have one, but not this year so in the meantime I love taking Lysteda because it makes me feel like I have a normal period. I have definitely recommended it to others I know with the same problem. My periods do not interfere with my life anymore.",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",15
25-34,Abnormally Long or Heavy Periods,7/10/2012,lysteda,154120,4,5,"Lysteda is AMAZING. I was very nervous to take it due to me already being on birth control and it increasing the chances of blood clots, stroke, heart attack, etc...but I can tell you that I noticed a decrease of bleeding after the first dose! It lightened my period to after day 3 I was able to wear a ""lite tampon"" which I have NEVER done even in my teen years. The only issue I had was that I had to take it 3 times a day and I am forgetful so I had to count my pills on a few occassions to see if I had already taken my dose. Other than that, the stuff is just amazing.",5,Female,"Nausea ,  vomiting ,  diarrhea , and  muscle pain  may occur.",10
